id	tweet	subtask_a	subtask_b	subtask_c
27692	@USER I’m thankful that people who virulently demand gun control frequently don’t have guns. Mercifully it’s  natural selection in a way. They generally show violent tendencies verbally. Licensed gun owners are usually a very civil and polite group b/c they understand the alternative.	NOT	NULL	NULL
81657	@USER How about just F*!k her @USER she is an instigating big mouth bitc* &amp; so is her evil friend. @USER MY OPINION!!! #teamtani	OFF	TIN	IND
78183	@USER @USER @USER No I don't know. But I know he is one heck of a patriot who preached the unity of the people of #Ethiopia when it was costly to do so.	NOT	NULL	NULL
31246	@USER @USER Big Wanda fucked with the wrong one 😂😂😂	NOT	NULL	NULL
91405	@USER @USER @USER @USER @USER @USER @USER Did I say that 🤔 no  typical liberals	NOT	NULL	NULL
67006	@USER @USER That would be about how the Dems work. Still think Dr F was told long before it wasn’t ever going to this far because someone convinced her the conservatives would roll over immediately	NOT	NULL	NULL
87281	@USER @USER @USER @USER @USER And you are who to speak for the rest of us?	NOT	NULL	NULL
21267	@USER Stamp we did this shit all the time	OFF	UNT	NULL
15922	@USER @USER needs serious psychiatric help. This guy is an anger management bi polar psych 101 case study. URL	OFF	TIN	IND
85133	@USER He got his chance and blew it	OFF	TIN	IND
65355	@USER I think he is up to super bad stuff.	NOT	NULL	NULL
25043	@USER @USER No kidding! Tell your sons to NEVER be alone with a woman unless you are dating and even then protect yourself somehow...geez I don't know turn your recorder on.	NOT	NULL	NULL
24720	@USER @USER Liberals Demonuts will never learn. Conservatives always will find the Truth and blow their whole story.	NOT	NULL	NULL
15876	"@USER But But But we need more gun control right? Oh wait... GUESS THAT DOESNT STOP CRIMINALS, only law abiding citizens. Which is known. So.... think on why they"" want to CONTROL you and disarm you."""	OFF	TIN	GRP
21376	#Toad The one on top. NObama is best described as such..... 🇺🇸#MAGA #Trump2020🇺🇸 URL	NOT	NULL	NULL
87273	@USER More like what I’m missing... lmao I’m just bitter about being ignored yet again and I’m ignoring her because that’s what I’m like but it’s so hard not to message her 😭	NOT	NULL	NULL
84538	@USER #MAGA Durbin must have participated in the Tesla podcast to think Huessein’s administration was scandal free. Durbin thinks gun control works in Chicago also. #2A #rahmemanuel #ChicagoPD @USER	NOT	NULL	NULL
93133	@USER Colin is a dick would sell out just as quick!	OFF	TIN	IND
96063	@USER That’s right #WalkAwayFromDemocrats  #VoteRedToSaveAmerica  #VoteRed2018  #MCGA. #MAGA	NOT	NULL	NULL
75167	@USER Ugh put your antifa mask back on before you scare the children	NOT	NULL	NULL
75791	"@USER Now to get inner cities, i.e.#Chicago, to have policies that promote job growth there so that the #nuclearfamily returns. The lack of one is why @USER @USER have the daily killings, NOT a gun control"" issue. #twill"""	OFF	TIN	IND
37729	@USER Awesome 👏🏻👏🏻👏🏻👏🏻. Of course the left will think differently but who cares. This is great!!!	NOT	NULL	NULL
92720	@USER @USER Tears of joy?	NOT	NULL	NULL
92000	@USER She is full of it. She will go for it.	NOT	NULL	NULL
63028	@USER @USER @USER You are not a poet. Don't ask how I knoweth.	NOT	NULL	NULL
44162	"Nearly Half a Trillion Dollars Already Repatriated; More Coming""  URL #TCOT #MAGA #RedNationRising"""	NOT	NULL	NULL
48717	@USER Remember. People who make up stories don't ask the FBI to investigate those stories. #KAG #MAGA #KavanaughAccuser	NOT	NULL	NULL
43384	@USER why do conservatives not understand grammar	NOT	NULL	NULL
89738	@USER Time to take this twt down. Is there anyone in our team with an ounce of guts?. @USER @USER	NOT	NULL	NULL
98644	10. New Gun Control Laws 11. Term Limits 12. Eliminate lifetime salaries for politicians 13. Same medical benefits as any other Federal Employee 14. Federal Holiday on Election Days 15. A review of Presidential powers of pardon	NOT	NULL	NULL
88126	@USER Here is the thing I ain’t disputing that as a nation we have problems and never have I. However to say someone is likely to die earlier in Botswana than anywhere in the world is a reach. That’s where I felt you are just exaggerating.	NOT	NULL	NULL
75943	"@USER It's hard to believe you are 39.  I remember you as the cute first daughter"" in the White House.  I voted for your dad twice.  You have been a true force for good.  Thank you."""	NOT	NULL	NULL
20399	@USER @USER Ha! I’ve met you both and neither of you are dull! Me on the other hand.....😌	NOT	NULL	NULL
68120	@USER @USER @USER Can you eat this child you are wild	NOT	NULL	NULL
92033	@USER lol he thinks his ex girlfriend was an antifa infiltrator?	NOT	NULL	NULL
21767	@USER @USER @USER He didn't pay a money for his accounts and stuff.  So he is now a stranger.  And everything it is because of his obsession for Sonic.  I hope that he dies there.	OFF	TIN	IND
97985	Are WE anywhere in this? Am I REALLY just asking @USER @USER (I see #SlimShady EVERYWHERE in this lol) #TheGreatAwakening #Qanon #MAGA - Time to ALL wake up to OURSELVES! #TheStorm #WWG1WGA #JesusIsBack #GodIsGreat @USER URL	NOT	NULL	NULL
88855	@USER whens the next meeting?	NOT	NULL	NULL
86850	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER MAGA-nificient Patriots!!  Please FB	NOT	NULL	NULL
61361	@USER I think it’s ok to say “I disagree with Bernie on some military spending and find his record on gun control troubling” but still support him.	NOT	NULL	NULL
34518	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do you keep telling this lie? There WERE ppl there that did not belong to Antifa/KKK that were just there supporting or not supporting the statues staying or going.#Dems love repeating lies because they have nothing else. Do you repeat hands up don't shoot too? Probably.	NOT	NULL	NULL
95937	"29. @USER Listened To The Liberals; Democrats And Their Bed-Buddies In the MSM DEMAND Transparency"" From the @USER   Well, Your About To Get A YUGE Scoop Of ""Transparency"" From him. Like I Said In the Start of This Thread: Be Careful What You Wish For.  ~End. URL"	OFF	TIN	IND
16162	@USER If you want to #MAGA:  1. Stop Intellectual Property theft by China. 2. Pivot away from China and give business to other Asia countries. 3. Ask US business to move to other countries 4. Tax reciprocally 5. Make Xi look weak!  Demolish South China Sea. Xi is a crook!  @USER	OFF	TIN	IND
49345	@USER @USER @USER @USER @USER @USER @USER @USER Omg....he is sex on legs	OFF	TIN	OTH
33337	"@USER It's called FDS or otherwise commonly known as not getting your way"". Antifa members hard at work. 😂"""	NOT	NULL	NULL
29687	@USER @USER @USER @USER Woooow he is so awesome !!! URL	NOT	NULL	NULL
61775	@USER is the main muckspreader for @USER and do not be surprised about the various twists and turns of the #Fake #Novichok stories URL	NOT	NULL	NULL
95645	"2) In a weird way the debate about Section 33 reminds me of the gun control debate in the US. They have laws that allow people to own guns designed to kill people yet are shocked when guns are used to kill people. We assumed they would restrain themselves."""""	OFF	UNT	NULL
30523	@USER @USER @USER @USER EVIL @USER MUST BE STOPPED! HE IS A MAJOR PART OF THE SWAMP IN DC! #MAGA #WWG1WGA #DrainTheSwamp  #QAnons  #DOWN_WITH_GOVERNMENT_CORRRUPTION	NOT	NULL	NULL
13485	@USER @USER @USER @USER We have thousands of gun control laws. Which ones aren’t “sensible” enough for you?	NOT	NULL	NULL
58468	@USER @USER Wow you are to sweet	NOT	NULL	NULL
32303	@USER MEANWHILE... Greatest economy ever. More jobs for blacks and hispanics in history. 401K is kicking ass. MS13 and ILLEGALS are being DEPORTED daily. NK is back to the table for denuclearizing. Trump is draining the corruption of DOJ and FBI. #OUTFRICKINGSTANDING!  #MAGA2020 URL	OFF	UNT	NULL
12796	@USER @USER   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @USER  come play with Grop	OFF	TIN	IND
36781	@USER @USER @USER @USER Reasonable gun control = use 2 hands.	NOT	NULL	NULL
40813	@USER @USER @USER @USER @USER @USER @USER @USER @USER We waiting on mean ass Florence to do what she gonna do. Ack	OFF	TIN	GRP
53866	"@USER @USER he/she is lying also. claiming I didn't know they were dating"" but when you look at her old tweets you can see her arguing with Careeeema and saying they're dating. Plus Tom and Z are too careful to hold hands in public. 😂"""	NOT	NULL	NULL
72162	@USER When is this low IQ piece of human trash going to go away. Nobody cares what this wack job has to say so why is she constantly in our faces. If she thinks Mr. Trump has acted despicably what does she call going on live television and telling people to attack conservatives?	OFF	TIN	IND
35355	@USER @USER *rich liberals*	NOT	NULL	NULL
60080	"@USER @USER @USER @USER Don't worry fellow #Antifa and #resist member, I have made an excellent plan to stop Russian influence for good. I call it General Plan Ost"". We will invade Russia's western border in three different army groups while cleansing the population all the way to Moscow!"""	NOT	NULL	NULL
53781	@USER @USER Anyone who supports gun control is a racist.  Just like Shannon Twatts	OFF	TIN	GRP
96110	@USER AS IT SHOULD BE!	NOT	NULL	NULL
54858	@USER He is what the industry stands for. All about spreadsheets and no care for the human side.	OFF	TIN	IND
59064	@USER Lol antifa been doing it to republicans for a year you didn’t care when it was Betsy devos	NOT	NULL	NULL
61374	@USER @USER Demorats hold Conservatives&amp;GOP to a higher standard than they hold themselves to	NOT	NULL	NULL
77500	@USER Why I love ong seongwu? Bsc he is the reason of my smile and tears. He such a precious human being on earth and the ongly one that can brighten up my mood. Why I cry is bcs im so poor that I cant afford to spend much on him but thats encourage me to do better in life bcs of him💖	NOT	NULL	NULL
45925	@USER @USER yes like going after the 5pc on plastic bags so that @USER could get their own way on uni credit and austerity and even now go back on a promise to cut tax for self employed	NOT	NULL	NULL
22280	@USER @USER Yes as the Democrats and liberals continue to sabotage the November elections it would be the intelligent thing to do so say 20+Million Veterans URL	NOT	NULL	NULL
55150	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So does antifa go to Church?	NOT	NULL	NULL
44318	ANXIETY FUCKING SUCKS !	OFF	UNT	NULL
19659	@USER @USER Dolt. You’ve become another nail for Hammer Trump.	OFF	TIN	IND
69284	But does he schmooze with Communist #Putin in Helsinki like your daddy?   . @USER @USER @USER #MAGA @USER @USER @USER @USER URL	OFF	TIN	IND
81801	@USER @USER @USER @USER @USER BS.  No we don't support gun control.  We support #2A that says SHALL NOT BE INFRINGED.  Go read some history and find out why.  You are part of the reason.	OFF	TIN	GRP
76865	@USER @USER That wench is on something.  She must be to spout her drivel.  Wanna bet someone gives her the beating first.  Let's see .. she is in a parking lot with no one else around and a few black women who are much better then her find her.  Or white people much brighter :)	OFF	TIN	IND
23241	@USER Another elitist who is out of touch with the patriotic Americans!	OFF	UNT	NULL
56974	"@USER 🏴‍☠️ This Deplorable"" from the ""Dregs of Society"" says #PUBLIC_EXECUTIONS WILL MAKE CRIMINALS THINK HARDER ABOUT BEING POLITICIANS‼️ #MAGA #WWG1WGA #QAnon #DrainTheSwamp #DrainTheDeepState"""	OFF	TIN	GRP
26843	.@USER absolutely right to not propose another referendum.  .@USER are not in power &amp; we are not negotiating.   It’s for @USER to make Brexit work; it belongs to them.  If they can’t do that then @USER should call a General Election.  Labour are ready. URL	NOT	NULL	NULL
93012	@ All the Tana Supporters that are saying she is innocent.  #Tana URL	NOT	NULL	NULL
19145	@USER @USER I is glad the you worked hard but shame you are physical dementia the thing are you may not be simples to understand talk when write you cannot clearly :)	OFF	TIN	IND
96625	@USER He's just another JERK	NOT	NULL	NULL
14310	@USER War on free speech. Antifa and high tech.	NOT	NULL	NULL
26815	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yea cuz mushroom penis syndrome is definitely an impeachable offense 😂 #MAGA	OFF	UNT	NULL
27997	@USER Croatian President's bikini photos worlds hottest president ever URL	NOT	NULL	NULL
29510	@USER Look in the mirror lefties!  No bigger bullies than antifa and progressive leftist trying to “get in the faces” of the right	OFF	TIN	GRP
